csv_date,hour,sky_condition
02/22/2013,17,3
02/22/2013,18,3
02/22/2013,19,1
02/22/2013,20,3
02/22/2013,21,4
02/22/2013,22,3
02/22/2013,23,4
02/23/2013,00,3
02/23/2013,01,3
02/23/2013,02,4
02/23/2013,03,4
02/23/2013,04,4
02/23/2013,05,3
02/23/2013,06,4
02/23/2013,07,3
02/23/2013,08,4
02/23/2013,09,3
02/23/2013,10,3
02/23/2013,11,3
02/23/2013,12,4
02/23/2013,13,3
02/23/2013,14,3
02/23/2013,15,3
02/23/2013,16,1
02/23/2013,17,1
02/23/2013,18,1
02/23/2013,19,1
02/23/2013,20,4
02/23/2013,21,1
02/23/2013,22,3
02/23/2013,23,4
02/24/2013,00,4
02/24/2013,01,4
02/24/2013,02,4
02/24/2013,03,4
02/24/2013,04,4
02/24/2013,05,4
02/24/2013,06,4
02/24/2013,07,4
02/24/2013,08,4
02/24/2013,09,4
02/24/2013,10,3
02/24/2013,11,3
02/24/2013,12,1
02/24/2013,13,3
02/24/2013,14,3
02/24/2013,15,3
02/24/2013,16,3
02/24/2013,17,3
02/24/2013,18,4
02/24/2013,19,4
02/24/2013,20,4
02/24/2013,21,4
02/24/2013,22,4
02/24/2013,23,4
02/25/2013,00,4
02/25/2013,01,4
02/25/2013,02,4
02/25/2013,03,4
02/25/2013,04,4
02/25/2013,05,4
02/25/2013,06,4
02/25/2013,07,3
02/25/2013,08,4
02/25/2013,09,3
02/25/2013,10,4
02/25/2013,11,3
02/25/2013,12,1
02/25/2013,13,3
02/25/2013,14,3
02/25/2013,15,3
02/25/2013,16,3
02/25/2013,17,3
02/25/2013,18,3
02/25/2013,19,3
02/25/2013,20,3
02/25/2013,21,1
02/25/2013,22,4
02/25/2013,23,4
02/26/2013,00,4
02/26/2013,01,3
02/26/2013,02,4
02/26/2013,03,4
02/26/2013,04,4
02/26/2013,05,4
02/26/2013,06,3
02/26/2013,07,3
02/26/2013,08,3
02/26/2013,09,4
02/26/2013,10,4
02/26/2013,11,4
02/26/2013,12,3
02/26/2013,13,3
02/26/2013,14,3
02/26/2013,15,4
02/26/2013,16,4
02/26/2013,17,4
02/26/2013,18,4
02/26/2013,19,4
02/26/2013,20,4
02/26/2013,21,4
02/26/2013,22,4
02/26/2013,23,4
02/27/2013,00,4
02/27/2013,01,4
02/27/2013,02,4
02/27/2013,03,4
02/27/2013,04,4
02/27/2013,05,4
02/27/2013,06,4
02/27/2013,07,4
02/27/2013,08,4
02/27/2013,09,4
02/27/2013,10,3
02/27/2013,11,4
02/27/2013,12,4
02/27/2013,13,4
02/27/2013,14,4
02/27/2013,15,4
02/27/2013,16,4
02/27/2013,17,4
02/27/2013,18,4
02/27/2013,19,4
02/27/2013,20,4
02/27/2013,21,4
02/27/2013,22,4
02/27/2013,23,4
02/28/2013,00,4
02/28/2013,01,4
02/28/2013,02,4
02/28/2013,03,4
02/28/2013,04,4
02/28/2013,05,4
02/28/2013,06,4
02/28/2013,07,4
02/28/2013,08,4
02/28/2013,09,4
02/28/2013,10,4
02/28/2013,11,4
02/28/2013,12,4
02/28/2013,13,4
02/28/2013,14,4
02/28/2013,15,4
02/28/2013,16,4
02/28/2013,17,4
02/28/2013,18,4
02/28/2013,19,4
02/28/2013,20,4
02/28/2013,21,1
02/28/2013,22,4
02/28/2013,23,4
03/01/2013,02,4
03/01/2013,03,4
03/01/2013,04,4
03/01/2013,05,4
03/01/2013,06,3
03/01/2013,07,4
03/01/2013,08,4
03/01/2013,09,4
03/01/2013,10,4
03/01/2013,11,3
03/01/2013,12,4
03/01/2013,13,4
03/01/2013,14,4
03/01/2013,15,3
03/01/2013,16,3
03/01/2013,17,3
03/01/2013,18,4
03/01/2013,19,4
03/01/2013,20,4
03/01/2013,21,4
03/01/2013,22,4
03/01/2013,23,4
03/02/2013,00,4
03/02/2013,01,4
03/02/2013,02,4
03/02/2013,03,4
03/02/2013,04,4
03/02/2013,05,4
03/02/2013,06,4
03/02/2013,07,4
03/02/2013,08,4
03/02/2013,09,4
03/02/2013,10,4
03/02/2013,11,4
03/02/2013,12,4
03/02/2013,13,4
03/02/2013,14,4
03/02/2013,15,4
03/02/2013,16,4
03/02/2013,17,4
03/02/2013,18,4
03/02/2013,19,4
03/02/2013,20,4
03/02/2013,21,3
03/02/2013,22,1
03/02/2013,23,4
03/03/2013,00,2
03/03/2013,01,0
03/03/2013,02,2
03/03/2013,03,1
03/03/2013,04,2
03/03/2013,05,3
03/03/2013,06,4
03/03/2013,07,4
03/03/2013,08,3
03/03/2013,09,3
03/03/2013,10,3
03/03/2013,11,3
03/03/2013,12,3
03/03/2013,13,3
03/03/2013,14,3
03/03/2013,15,1
03/03/2013,16,3
03/03/2013,17,1
03/03/2013,18,1
03/03/2013,19,2
03/03/2013,20,0
03/03/2013,21,0
03/03/2013,22,2
03/03/2013,23,0
03/04/2013,00,0
03/04/2013,01,2
03/04/2013,02,2
03/04/2013,03,2
03/04/2013,04,1
03/04/2013,05,1
03/04/2013,06,3
03/04/2013,07,3
03/04/2013,08,3
03/04/2013,09,1
03/04/2013,10,3
03/04/2013,11,3
03/04/2013,12,3
03/04/2013,13,3
03/04/2013,14,1
03/04/2013,15,2
03/04/2013,16,1
03/04/2013,17,1
03/04/2013,18,2
03/04/2013,19,0
03/04/2013,20,0
03/04/2013,21,0
03/04/2013,22,0
03/04/2013,23,1
03/05/2013,00,1
03/05/2013,01,1
03/05/2013,02,3
03/05/2013,03,4
03/05/2013,04,4
03/05/2013,05,4
03/05/2013,06,4
03/05/2013,07,4
03/05/2013,08,4
03/05/2013,09,4
03/05/2013,10,4
03/05/2013,11,4
03/05/2013,12,4
03/05/2013,13,4
03/05/2013,14,4
03/05/2013,15,4
03/05/2013,16,4
03/05/2013,17,4
03/05/2013,18,4
03/05/2013,19,4
03/05/2013,20,4
03/05/2013,21,4
03/05/2013,22,4
03/05/2013,23,4
03/06/2013,00,4
03/06/2013,01,4
03/06/2013,02,4
03/06/2013,03,4
03/06/2013,04,4
03/06/2013,05,4
03/06/2013,06,4
03/06/2013,07,4
03/06/2013,08,4
03/06/2013,09,4
03/06/2013,10,4
03/06/2013,11,4
03/06/2013,12,4
03/06/2013,13,4
03/06/2013,14,4
03/06/2013,15,4
03/06/2013,16,4
03/06/2013,17,4
03/06/2013,18,4
03/06/2013,19,3
03/06/2013,20,4
03/06/2013,21,3
03/06/2013,22,3
03/06/2013,23,3
03/07/2013,00,1
03/07/2013,01,2
03/07/2013,02,3
03/07/2013,03,3
03/07/2013,04,1
03/07/2013,05,3
03/07/2013,06,1
03/07/2013,07,2
03/07/2013,08,2
03/07/2013,09,2
03/07/2013,10,2
03/07/2013,11,2
03/07/2013,12,2
03/07/2013,13,2
03/07/2013,14,2
03/07/2013,15,2
03/07/2013,16,1
03/07/2013,17,1
03/07/2013,18,2
03/07/2013,19,0
03/07/2013,20,0
03/07/2013,21,1
03/07/2013,22,2
03/07/2013,23,2
03/08/2013,00,0
03/08/2013,01,0
03/08/2013,02,0
03/08/2013,03,2
03/08/2013,04,2
03/08/2013,05,2
03/08/2013,06,1
03/08/2013,07,1
03/08/2013,08,2
03/08/2013,09,1
03/08/2013,10,2
03/08/2013,11,2
03/08/2013,12,2
03/08/2013,13,2
03/08/2013,14,2
03/08/2013,15,2
03/08/2013,16,2
03/08/2013,17,2
03/08/2013,18,0
03/08/2013,19,0
03/08/2013,20,0
03/08/2013,21,0
03/08/2013,22,0
03/08/2013,23,0
03/09/2013,00,0
03/09/2013,01,0
03/09/2013,02,0
03/09/2013,03,0
03/09/2013,04,0
03/09/2013,05,0
03/09/2013,06,2
03/09/2013,07,4
03/09/2013,08,4
03/09/2013,09,2
03/09/2013,10,2
03/09/2013,11,2
03/09/2013,12,2
03/09/2013,13,2
03/09/2013,14,1
03/09/2013,15,1
03/09/2013,16,1
03/09/2013,17,1
03/09/2013,18,1
03/09/2013,19,2
03/09/2013,20,2
03/09/2013,21,2
03/09/2013,22,3
03/09/2013,23,2
03/10/2013,00,2
03/10/2013,01,2
03/10/2013,02,3
03/10/2013,03,3
03/10/2013,04,4
03/10/2013,05,4
03/10/2013,06,4
03/10/2013,07,4
03/10/2013,08,4
03/10/2013,09,4
03/10/2013,10,4
03/10/2013,11,4
03/10/2013,12,4
03/10/2013,13,4
03/10/2013,14,4
03/10/2013,15,4
03/10/2013,16,4
03/10/2013,17,4
03/10/2013,18,4
03/10/2013,19,4
03/10/2013,20,4
03/10/2013,21,4
03/10/2013,22,4
03/10/2013,23,4
03/11/2013,00,4
03/11/2013,01,4
03/11/2013,02,4
03/11/2013,03,4
03/11/2013,04,4
03/11/2013,05,4
03/11/2013,06,4
03/11/2013,07,4
03/11/2013,08,4
03/11/2013,09,4
03/11/2013,10,4
03/11/2013,11,4
03/11/2013,12,4
03/11/2013,13,4
03/11/2013,14,4
03/11/2013,15,4
03/11/2013,16,4
03/11/2013,17,4
03/11/2013,18,4
03/11/2013,19,4
03/11/2013,20,4
03/11/2013,21,4
03/11/2013,22,4
03/11/2013,23,4
03/12/2013,00,4
03/12/2013,01,4
03/12/2013,02,3
03/12/2013,03,3
03/12/2013,04,4
03/12/2013,05,4
03/12/2013,06,4
03/12/2013,07,4
03/12/2013,08,3
03/12/2013,09,4
03/12/2013,10,3
03/12/2013,11,4
03/12/2013,12,4
03/12/2013,13,3
03/12/2013,14,3
03/12/2013,15,3
03/12/2013,16,3
03/12/2013,17,4
03/12/2013,18,4
03/12/2013,19,3
03/12/2013,20,3
03/12/2013,21,3
03/12/2013,22,3
03/12/2013,23,3
03/13/2013,00,3
03/13/2013,01,4
03/13/2013,02,4
03/13/2013,03,4
03/13/2013,04,3
03/13/2013,05,4
03/13/2013,06,3
03/13/2013,07,3
03/13/2013,08,4
03/13/2013,09,3
03/13/2013,10,4
03/13/2013,11,4
03/13/2013,12,3
03/13/2013,13,3
03/13/2013,14,3
03/13/2013,15,3
03/13/2013,16,4
03/13/2013,17,4
03/13/2013,18,4
03/13/2013,19,4
03/13/2013,20,4
03/13/2013,21,3
03/13/2013,22,4
03/13/2013,23,3
03/14/2013,00,4
03/14/2013,01,4
03/14/2013,02,4
03/14/2013,03,4
03/14/2013,04,4
03/14/2013,05,3
03/14/2013,06,3
03/14/2013,07,4
03/14/2013,08,4
03/14/2013,09,4
03/14/2013,10,4
03/14/2013,11,4
03/14/2013,12,4
03/14/2013,13,4
03/14/2013,14,4
03/14/2013,15,4
03/14/2013,16,4
03/14/2013,17,4
03/14/2013,18,4
03/14/2013,19,4
03/14/2013,20,4
03/14/2013,21,4
03/14/2013,22,4
03/14/2013,23,4
03/15/2013,00,4
03/15/2013,01,4
03/15/2013,02,3
03/15/2013,03,3
03/15/2013,04,4
03/15/2013,05,4
03/15/2013,06,4
03/15/2013,07,4
03/15/2013,08,3
03/15/2013,09,3
03/15/2013,10,3
03/15/2013,11,3
03/15/2013,12,3
03/15/2013,13,3
03/15/2013,14,3
03/15/2013,15,4
03/15/2013,16,3
03/15/2013,17,3
03/15/2013,18,4
03/15/2013,19,3
03/15/2013,20,1
03/15/2013,21,1
03/15/2013,22,3
03/15/2013,23,4
03/16/2013,00,3
03/16/2013,01,4
03/16/2013,02,4
03/16/2013,03,4
03/16/2013,04,4
03/16/2013,05,4
03/16/2013,06,4
03/16/2013,07,4
03/16/2013,08,4
03/16/2013,09,4
03/16/2013,10,4
03/16/2013,11,4
03/16/2013,12,4
03/16/2013,13,4
03/16/2013,14,4
03/16/2013,15,4
03/16/2013,16,3
03/16/2013,17,3
03/16/2013,18,3
03/16/2013,19,4
03/16/2013,20,4
03/16/2013,21,1
03/16/2013,22,4
03/16/2013,23,4
03/17/2013,00,4
03/17/2013,01,4
03/17/2013,02,4
03/17/2013,03,3
03/17/2013,04,4
03/17/2013,05,3
03/17/2013,06,3
03/17/2013,07,1
03/17/2013,08,3
03/17/2013,09,3
03/17/2013,10,3
03/17/2013,11,3
03/17/2013,12,3
03/17/2013,13,3
03/17/2013,14,4
03/17/2013,15,4
03/17/2013,16,4
03/17/2013,17,4
03/17/2013,18,4
03/17/2013,19,4
03/17/2013,20,4
03/17/2013,21,4
03/17/2013,22,4
03/17/2013,23,4
03/18/2013,00,4
03/18/2013,01,0
03/18/2013,02,3
03/18/2013,03,3
03/18/2013,04,3
03/18/2013,05,4
03/18/2013,06,4
03/18/2013,07,3
03/18/2013,08,3
03/18/2013,09,1
03/18/2013,10,3
03/18/2013,11,3
03/18/2013,12,3
03/18/2013,13,4
03/18/2013,14,3
03/18/2013,15,3
03/18/2013,16,3
03/18/2013,17,4
03/18/2013,18,3
03/18/2013,19,3
03/18/2013,20,3
03/18/2013,21,2
03/18/2013,22,1
03/18/2013,23,3
03/19/2013,00,4
03/19/2013,01,4
03/19/2013,02,4
03/19/2013,03,4
03/19/2013,04,4
03/19/2013,05,4
03/19/2013,06,4
03/19/2013,07,4
03/19/2013,08,4
03/19/2013,09,4
03/19/2013,10,3
03/19/2013,11,4
03/19/2013,12,4
03/19/2013,13,4
03/19/2013,14,4
03/19/2013,15,4
03/19/2013,16,4
03/19/2013,17,4
03/19/2013,18,4
03/19/2013,19,4
03/19/2013,20,4
03/19/2013,21,4
03/19/2013,22,4
03/19/2013,23,4
03/20/2013,00,4
03/20/2013,01,4
03/20/2013,02,4
03/20/2013,03,4
03/20/2013,04,4
03/20/2013,05,4
03/20/2013,06,4
03/20/2013,07,4
03/20/2013,08,3
03/20/2013,09,4
03/20/2013,10,3
03/20/2013,11,3
03/20/2013,12,3
03/20/2013,13,3
03/20/2013,14,3
03/20/2013,15,3
03/20/2013,16,3
03/20/2013,17,1
03/20/2013,18,3
03/20/2013,19,3
03/20/2013,20,1
03/20/2013,21,1
03/20/2013,22,3
03/20/2013,23,3
03/21/2013,00,4
03/21/2013,01,4
03/21/2013,02,4
03/21/2013,03,4
03/21/2013,04,3
03/21/2013,05,4
03/21/2013,06,4
03/21/2013,07,4
03/21/2013,08,4
03/21/2013,09,3
03/21/2013,10,4
03/21/2013,11,3
03/21/2013,12,3
03/21/2013,13,3
03/21/2013,14,3
03/21/2013,15,3
03/21/2013,16,3
03/21/2013,17,3
03/21/2013,18,4
03/21/2013,19,3
03/21/2013,20,1
03/21/2013,21,3
03/21/2013,22,4
03/21/2013,23,3
03/22/2013,00,4
03/22/2013,01,3
03/22/2013,02,3
03/22/2013,03,4
03/22/2013,04,4
03/22/2013,05,3
03/22/2013,06,3
03/22/2013,07,3
03/22/2013,08,3
03/22/2013,09,3
03/22/2013,10,3
03/22/2013,11,3
03/22/2013,12,3
03/22/2013,13,3
03/22/2013,14,3
03/22/2013,15,3
03/22/2013,16,1
03/22/2013,17,3
03/22/2013,18,1
03/22/2013,19,1
03/22/2013,20,1
03/22/2013,21,3
03/22/2013,22,3
03/22/2013,23,3
03/23/2013,00,4
03/23/2013,01,4
03/23/2013,02,4
03/23/2013,03,4
03/23/2013,04,4
03/23/2013,05,3
03/23/2013,06,4
03/23/2013,07,4
03/23/2013,08,4
03/23/2013,09,4
03/23/2013,10,4
03/23/2013,11,4
03/23/2013,12,3
03/23/2013,13,3
03/23/2013,14,3
03/23/2013,15,1
03/23/2013,16,1
03/23/2013,17,1
03/23/2013,18,2
03/23/2013,19,3
03/23/2013,20,3
03/23/2013,21,3
03/23/2013,22,1
03/23/2013,23,1
03/24/2013,00,1
03/24/2013,01,4
03/24/2013,02,4
03/24/2013,03,4
03/24/2013,04,4
03/24/2013,05,4
03/24/2013,06,4
03/24/2013,07,4
03/24/2013,08,3
03/24/2013,09,3
03/24/2013,10,4
03/24/2013,11,4
03/24/2013,12,4
03/24/2013,13,4
03/24/2013,14,4
03/24/2013,15,3
03/24/2013,16,3
03/24/2013,17,3
03/24/2013,18,3
03/24/2013,19,1
03/24/2013,20,3
03/24/2013,21,3
03/24/2013,22,1
03/24/2013,23,1
03/25/2013,00,3
03/25/2013,01,3
03/25/2013,02,4
03/25/2013,03,4
03/25/2013,04,4
03/25/2013,05,4
03/25/2013,06,3
03/25/2013,07,4
03/25/2013,08,4
03/25/2013,09,3
03/25/2013,10,3
03/25/2013,11,3
03/25/2013,12,3
03/25/2013,13,3
03/25/2013,14,3
03/25/2013,15,4
03/25/2013,16,4
03/25/2013,17,4
03/25/2013,18,4
03/25/2013,19,4
03/25/2013,20,4
03/25/2013,21,3
03/25/2013,22,1
03/25/2013,23,1
03/26/2013,00,2
03/26/2013,01,2
03/26/2013,02,1
03/26/2013,03,3
03/26/2013,04,4
03/26/2013,05,4
03/26/2013,06,4
03/26/2013,07,4
03/26/2013,08,4
03/26/2013,09,4
03/26/2013,10,4
03/26/2013,11,4
03/26/2013,12,4
03/26/2013,13,4
03/26/2013,14,4
03/26/2013,15,4
03/26/2013,16,4
03/26/2013,17,4
03/26/2013,18,4
03/26/2013,19,4
03/26/2013,20,3
03/26/2013,21,4
03/26/2013,22,4
03/26/2013,23,4
03/27/2013,00,4
03/27/2013,01,3
03/27/2013,02,3
03/27/2013,03,3
03/27/2013,04,3
03/27/2013,05,3
03/27/2013,06,3
03/27/2013,07,3
03/27/2013,08,1
03/27/2013,09,3
03/27/2013,10,3
03/27/2013,11,3
03/27/2013,12,1
03/27/2013,13,1
03/27/2013,14,1
03/27/2013,15,1
03/27/2013,16,3
03/27/2013,17,3
03/27/2013,18,3
03/27/2013,19,4
03/27/2013,20,4
03/27/2013,21,3
03/27/2013,22,3
03/27/2013,23,3
03/28/2013,00,3
03/28/2013,01,1
03/28/2013,02,1
03/28/2013,03,3
03/28/2013,04,3
03/28/2013,05,4
03/28/2013,06,4
03/28/2013,07,3
03/28/2013,08,3
03/28/2013,09,3
03/28/2013,10,3
03/28/2013,11,3
03/28/2013,12,3
03/28/2013,13,3
03/28/2013,14,3
03/28/2013,15,3
03/28/2013,16,3
03/28/2013,17,3
03/28/2013,18,4
03/28/2013,19,3
03/28/2013,20,3
03/28/2013,21,4
03/28/2013,22,4
03/28/2013,23,4
03/29/2013,00,4
03/29/2013,01,3
03/29/2013,02,3
03/29/2013,03,4
03/29/2013,04,3
03/29/2013,05,3
03/29/2013,06,3
03/29/2013,07,3
03/29/2013,08,3
03/29/2013,09,3
03/29/2013,10,3
03/29/2013,11,3
03/29/2013,12,3
03/29/2013,13,3
03/29/2013,14,3
03/29/2013,15,1
03/29/2013,16,3
03/29/2013,17,2
03/29/2013,18,2
03/29/2013,19,2
03/29/2013,20,2
03/29/2013,21,2
03/29/2013,22,0
03/29/2013,23,0
03/30/2013,00,0
03/30/2013,01,0
03/30/2013,02,0
03/30/2013,03,0
03/30/2013,04,2
03/30/2013,05,2
03/30/2013,06,2
03/30/2013,07,2
03/30/2013,08,2
03/30/2013,09,2
03/30/2013,10,2
03/30/2013,11,2
03/30/2013,12,2
03/30/2013,13,2
03/30/2013,14,2
03/30/2013,15,2
03/30/2013,16,2
03/30/2013,17,2
03/30/2013,18,2
03/30/2013,19,0
03/30/2013,20,0
03/30/2013,21,0
03/30/2013,22,0
03/30/2013,23,2
03/31/2013,00,2
03/31/2013,01,2
03/31/2013,02,0
03/31/2013,03,0
03/31/2013,04,2
03/31/2013,05,1
03/31/2013,06,2
03/31/2013,07,2
03/31/2013,08,1
03/31/2013,09,1
03/31/2013,10,3
03/31/2013,11,3
03/31/2013,12,1
03/31/2013,13,3
03/31/2013,14,3
03/31/2013,15,3
03/31/2013,16,3
03/31/2013,17,3
03/31/2013,18,3
03/31/2013,19,3
03/31/2013,20,3
03/31/2013,21,2
03/31/2013,22,3
03/31/2013,23,4
04/01/2013,02,4
04/01/2013,03,4
04/01/2013,04,4
04/01/2013,05,4
04/01/2013,06,3
04/01/2013,07,4
04/01/2013,08,1
04/01/2013,09,3
04/01/2013,10,3
04/01/2013,11,3
04/01/2013,12,3
04/01/2013,13,3
04/01/2013,14,3
04/01/2013,15,3
04/01/2013,16,3
04/01/2013,17,3
04/01/2013,18,3
04/01/2013,19,3
04/01/2013,20,3
04/01/2013,21,4
04/01/2013,22,4
04/01/2013,23,4
04/02/2013,00,4
04/02/2013,01,4
04/02/2013,02,4
04/02/2013,03,4
04/02/2013,04,4
04/02/2013,05,4
04/02/2013,06,4
04/02/2013,07,4
04/02/2013,08,4
04/02/2013,09,4
04/02/2013,10,3
04/02/2013,11,3
04/02/2013,12,3
04/02/2013,13,3
04/02/2013,14,3
04/02/2013,15,3
04/02/2013,16,3
04/02/2013,17,1
04/02/2013,18,2
04/02/2013,19,2
04/02/2013,20,2
04/02/2013,21,2
04/02/2013,22,0
04/02/2013,23,2
04/03/2013,00,2
04/03/2013,01,2
04/03/2013,02,2
04/03/2013,03,4
04/03/2013,04,4
04/03/2013,05,4
04/03/2013,06,4
04/03/2013,07,4
04/03/2013,08,4
04/03/2013,09,4
04/03/2013,10,3
04/03/2013,11,3
04/03/2013,12,4
04/03/2013,13,4
04/03/2013,14,4
04/03/2013,15,4
04/03/2013,16,4
04/03/2013,17,4
04/03/2013,18,4
04/03/2013,19,3
04/03/2013,20,4
04/03/2013,21,4
04/03/2013,22,4
04/03/2013,23,4
04/04/2013,00,4
04/04/2013,01,4
04/04/2013,02,4
04/04/2013,03,4
04/04/2013,04,4
04/04/2013,05,4
04/04/2013,06,4
04/04/2013,07,4
04/04/2013,08,4
04/04/2013,09,4
04/04/2013,10,4
04/04/2013,11,4
04/04/2013,12,4
04/04/2013,13,4
04/04/2013,14,3
04/04/2013,15,4
04/04/2013,16,3
04/04/2013,17,3
04/04/2013,18,3
04/04/2013,19,3
04/04/2013,20,3
04/04/2013,21,4
04/04/2013,22,4
04/04/2013,23,4
04/05/2013,00,4
04/05/2013,01,4
04/05/2013,02,4
04/05/2013,03,4
04/05/2013,04,4
04/05/2013,05,3
04/05/2013,06,3
04/05/2013,07,3
04/05/2013,08,4
04/05/2013,09,4
04/05/2013,10,4
04/05/2013,11,4
04/05/2013,12,4
04/05/2013,13,4
04/05/2013,14,4
04/05/2013,15,4
04/05/2013,16,4
04/05/2013,17,4
04/05/2013,18,4
04/05/2013,19,4
04/05/2013,20,4
04/05/2013,21,4
04/05/2013,22,4
04/05/2013,23,4
04/06/2013,00,4
04/06/2013,01,3
04/06/2013,02,3
04/06/2013,03,3
04/06/2013,04,3
04/06/2013,05,3
04/06/2013,06,3
04/06/2013,07,3
04/06/2013,08,3
04/06/2013,09,4
04/06/2013,10,4
04/06/2013,11,4
04/06/2013,12,4
04/06/2013,13,4
04/06/2013,14,4
04/06/2013,15,4
04/06/2013,16,4
04/06/2013,17,4
04/06/2013,18,4
04/06/2013,19,4
04/06/2013,20,4
04/06/2013,21,4
04/06/2013,22,4
04/06/2013,23,4
04/07/2013,00,4
04/07/2013,01,4
04/07/2013,02,4
04/07/2013,03,4
04/07/2013,04,4
04/07/2013,05,4
04/07/2013,06,3
04/07/2013,07,4
04/07/2013,08,4
04/07/2013,09,4
04/07/2013,10,4
04/07/2013,11,4
04/07/2013,12,3
04/07/2013,13,3
04/07/2013,14,3
04/07/2013,15,3
04/07/2013,16,3
04/07/2013,17,3
04/07/2013,18,3
04/07/2013,19,4
04/07/2013,20,4
04/07/2013,21,3
04/07/2013,22,3
04/07/2013,23,4
04/08/2013,00,3
04/08/2013,01,3
04/08/2013,02,4
04/08/2013,03,3
04/08/2013,04,4
04/08/2013,05,4
04/08/2013,06,4
04/08/2013,07,4
04/08/2013,08,4
04/08/2013,09,3
04/08/2013,10,4
04/08/2013,11,4
04/08/2013,12,4
04/08/2013,13,4
04/08/2013,14,3
04/08/2013,15,3
04/08/2013,16,3
04/08/2013,17,3
04/08/2013,18,3
04/08/2013,19,3
04/08/2013,20,1
04/08/2013,21,1
04/08/2013,22,2
04/08/2013,23,1
04/09/2013,00,1
04/09/2013,01,1
04/09/2013,02,1
04/09/2013,03,4
04/09/2013,04,3
04/09/2013,05,3
04/09/2013,06,3
04/09/2013,07,4
04/09/2013,08,4
04/09/2013,09,4
04/09/2013,10,4
04/09/2013,11,4
04/09/2013,12,4
04/09/2013,13,4
04/09/2013,14,4
04/09/2013,15,4
04/09/2013,16,4
04/09/2013,17,4
04/09/2013,18,4
04/09/2013,19,4
04/09/2013,20,4
04/09/2013,21,4
04/09/2013,22,4
04/09/2013,23,4
04/10/2013,00,4
04/10/2013,01,4
04/10/2013,02,4
04/10/2013,03,4
04/10/2013,04,4
04/10/2013,05,4
04/10/2013,06,4
04/10/2013,07,4
04/10/2013,08,4
04/10/2013,09,4
04/10/2013,10,4
04/10/2013,11,4
04/10/2013,12,1
04/10/2013,13,2
04/10/2013,14,2
04/10/2013,15,2
04/10/2013,16,1
04/10/2013,17,1
04/10/2013,18,3
04/10/2013,19,3
04/10/2013,20,3
04/10/2013,21,4
04/10/2013,22,4
04/10/2013,23,1
04/11/2013,00,1
04/11/2013,01,3
04/11/2013,02,2
04/11/2013,03,2
04/11/2013,04,1
04/11/2013,05,3
04/11/2013,06,3
04/11/2013,07,3
04/11/2013,08,3
04/11/2013,09,3
04/11/2013,10,4
04/11/2013,11,3
04/11/2013,12,3
04/11/2013,13,3
04/11/2013,14,3
04/11/2013,15,3
04/11/2013,16,3
04/11/2013,17,1
04/11/2013,18,2
04/11/2013,19,2
04/11/2013,20,2
04/11/2013,21,2
04/11/2013,22,0
04/11/2013,23,0
04/12/2013,00,0
04/12/2013,01,3
04/12/2013,02,1
04/12/2013,03,2
04/12/2013,04,1
04/12/2013,05,3
04/12/2013,06,3
04/12/2013,07,3
04/12/2013,08,3
04/12/2013,09,4
04/12/2013,10,4
04/12/2013,11,4
04/12/2013,12,4
04/12/2013,13,4
04/12/2013,14,4
04/12/2013,15,4
04/12/2013,16,4
04/12/2013,17,4
04/12/2013,18,4
04/12/2013,19,4
04/12/2013,20,4
04/12/2013,21,4
04/12/2013,22,3
04/12/2013,23,3
04/13/2013,00,3
04/13/2013,01,4
04/13/2013,02,4
04/13/2013,03,3
04/13/2013,04,3
04/13/2013,05,3
04/13/2013,06,1
04/13/2013,07,3
04/13/2013,08,3
04/13/2013,09,4
04/13/2013,10,3
04/13/2013,11,4
04/13/2013,12,3
04/13/2013,13,3
04/13/2013,14,3
04/13/2013,15,3
04/13/2013,16,3
04/13/2013,17,3
04/13/2013,18,3
04/13/2013,19,3
04/13/2013,20,1
04/13/2013,21,3
04/13/2013,22,3
04/13/2013,23,3
04/14/2013,00,4
04/14/2013,01,4
04/14/2013,02,4
04/14/2013,03,4
04/14/2013,04,4
04/14/2013,05,4
04/14/2013,06,4
04/14/2013,07,4
04/14/2013,08,4
04/14/2013,09,4
04/14/2013,10,4
04/14/2013,11,3
04/14/2013,12,3
04/14/2013,13,3
04/14/2013,14,3
04/14/2013,15,1
04/14/2013,16,1
04/14/2013,17,3
04/14/2013,18,3
04/14/2013,19,3
04/14/2013,20,3
04/14/2013,21,3
04/14/2013,22,4
04/14/2013,23,3
04/15/2013,00,4
04/15/2013,01,3
04/15/2013,02,4
04/15/2013,03,4
04/15/2013,04,3
04/15/2013,05,3
04/15/2013,06,1
04/15/2013,07,1
04/15/2013,08,3
04/15/2013,09,1
04/15/2013,10,1
04/15/2013,11,1
04/15/2013,12,3
04/15/2013,13,3
04/15/2013,14,3
04/15/2013,15,3
04/15/2013,16,3
04/15/2013,17,3
04/15/2013,18,3
04/15/2013,19,4
04/15/2013,20,3
04/15/2013,21,1
04/15/2013,22,3
04/15/2013,23,4
04/16/2013,00,4
04/16/2013,01,1
04/16/2013,02,1
04/16/2013,03,2
04/16/2013,04,1
04/16/2013,05,1
04/16/2013,06,3
04/16/2013,07,4
04/16/2013,08,4
04/16/2013,09,1
04/16/2013,10,1
04/16/2013,11,1
04/16/2013,12,1
04/16/2013,13,3
04/16/2013,14,1
04/16/2013,15,2
04/16/2013,16,1
04/16/2013,17,3
04/16/2013,18,1
04/16/2013,19,2
